YEAR,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Aust,condition,updated
2001,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2006,0,1,0,0,0,0,0,0,1,058,"27 July, 2020"
2007,0,0,0,0,0,0,1,0,1,058,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2010,0,1,0,0,0,0,0,0,1,058,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,058,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2013,0,0,0,1,0,0,0,0,1,063,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,063,"27 July, 2020"
1995,5,271,13,445,3,0,6,16,759,048,"27 July, 2020"
1996,2,172,30,573,3,0,44,52,876,048,"27 July, 2020"
1997,1,185,39,361,3,0,35,63,687,048,"27 July, 2020"
1998,0,134,24,330,1,0,17,18,524,048,"27 July, 2020"
1999,0,248,18,310,0,2,13,46,637,048,"27 July, 2020"
2000,0,197,11,345,12,1,19,58,643,048,"27 July, 2020"
2001,2,395,37,602,6,1,20,75,1138,048,"27 July, 2020"
2002,0,395,23,386,3,0,60,39,906,048,"27 July, 2020"
2003,1,450,14,869,2,0,8,21,1365,048,"27 July, 2020"
2004,2,401,22,581,7,0,16,69,1098,048,"27 July, 2020"
2005,0,449,51,680,40,1,14,78,1313,048,"27 July, 2020"
2006,8,642,130,950,187,0,30,179,2126,048,"27 July, 2020"
2007,6,574,91,822,60,0,26,129,1708,048,"27 July, 2020"
2008,7,530,75,1242,38,1,31,155,2079,048,"27 July, 2020"
2009,3,359,118,794,36,3,17,141,1471,048,"27 July, 2020"
2010,4,260,82,906,58,3,77,74,1464,048,"27 July, 2020"
2011,2,461,63,870,129,2,188,150,1865,048,"27 July, 2020"
2012,2,356,87,979,48,0,40,215,1727,048,"27 July, 2020"
2013,6,427,405,2223,75,3,72,1025,4236,048,"27 July, 2020"
2014,1,163,30,473,1,0,18,54,740,048,"27 July, 2020"
2015,2,182,26,360,1,1,10,46,628,048,"27 July, 2020"
2016,0,43,13,250,5,0,5,13,329,048,"27 July, 2020"
2017,0,123,18,241,2,0,17,47,448,048,"27 July, 2020"
2018,1,74,4,217,5,1,6,36,344,048,"27 July, 2020"
2019,0,63,5,149,5,13,6,14,255,048,"27 July, 2020"
2020,0,184,5,276,1,0,0,14,480,048,"27 July, 2020"
1992,0,NN,NN,0,NN,0,0,NN,0,045,"27 July, 2020"
1993,0,NN,NN,0,0,0,0,NN,0,045,"27 July, 2020"
1994,0,NN,NN,0,0,0,0,NN,0,045,"27 July, 2020"
1995,0,NN,NN,0,0,0,0,NN,0,045,"27 July, 2020"
1996,0,NN,NN,0,0,0,0,NN,0,045,"27 July, 2020"
1997,0,NN,NN,0,0,0,0,NN,0,045,"27 July, 2020"
1998,0,0,0,0,1,0,0,NN,1,045,"27 July, 2020"
1999,0,1,0,0,0,0,0,NN,1,045,"27 July, 2020"
2000,0,0,1,0,0,0,1,NN,2,045,"27 July, 2020"
2001,0,0,0,1,0,0,1,0,2,045,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
2003,0,0,0,0,1,0,0,0,1,045,"27 July, 2020"
2004,0,1,0,0,0,0,0,0,1,045,"27 July, 2020"
2005,0,0,0,2,0,0,1,0,3,045,"27 July, 2020"
2006,0,0,0,1,0,0,0,0,1,045,"27 July, 2020"
2007,0,0,0,0,0,0,1,0,1,045,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
2009,0,0,0,1,0,0,0,0,1,045,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
2011,0,2,0,0,0,0,0,0,2,045,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
2013,0,2,0,0,0,0,2,0,4,045,"27 July, 2020"
2014,0,0,0,1,0,0,0,0,1,045,"27 July, 2020"
2015,0,1,0,0,0,0,1,1,3,045,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
2017,0,1,0,0,1,0,0,0,2,045,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
2019,0,1,0,0,1,0,0,0,2,045,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,045,"27 July, 2020"
1991,0,2,0,22,0,0,2,0,26,004,"27 July, 2020"
1992,0,2,0,28,0,0,0,0,30,004,"27 July, 2020"
1993,0,4,0,12,0,0,0,0,16,004,"27 July, 2020"
1994,0,4,0,31,1,0,1,0,37,004,"27 July, 2020"
1995,0,2,0,21,0,0,1,1,25,004,"27 July, 2020"
1996,0,1,0,34,0,0,5,0,40,004,"27 July, 2020"
1997,0,3,0,33,0,0,1,0,37,004,"27 July, 2020"
1998,2,3,0,35,0,0,2,0,42,004,"27 July, 2020"
1999,0,2,0,49,0,0,3,0,54,004,"27 July, 2020"
2000,0,1,0,27,0,0,0,0,28,004,"27 July, 2020"
2001,0,1,0,17,1,0,1,0,20,004,"27 July, 2020"
2002,0,2,0,34,0,0,2,1,39,004,"27 July, 2020"
2003,0,3,0,12,2,0,3,0,20,004,"27 July, 2020"
2004,0,7,0,28,0,0,3,0,38,004,"27 July, 2020"
2005,0,3,0,37,0,0,1,0,41,004,"27 July, 2020"
2006,0,9,0,39,0,0,1,1,50,004,"27 July, 2020"
2007,0,4,0,29,1,1,1,1,37,004,"27 July, 2020"
2008,0,1,0,45,0,0,0,0,46,004,"27 July, 2020"
2009,0,4,0,22,2,0,3,1,32,004,"27 July, 2020"
2010,0,2,2,16,1,0,0,0,21,004,"27 July, 2020"
2011,0,6,0,29,0,0,1,1,37,004,"27 July, 2020"
2012,0,6,0,23,1,0,0,1,31,004,"27 July, 2020"
2013,0,3,0,11,0,0,0,0,14,004,"27 July, 2020"
2014,0,4,1,8,0,0,4,0,17,004,"27 July, 2020"
2015,0,11,1,7,0,0,0,0,19,004,"27 July, 2020"
2016,0,8,0,8,0,0,0,2,18,004,"27 July, 2020"
2017,0,7,0,10,1,0,1,0,19,004,"27 July, 2020"
2018,0,9,0,15,0,0,3,1,28,004,"27 July, 2020"
2019,0,4,0,5,0,0,0,0,9,004,"27 July, 2020"
2020,0,2,0,10,0,0,0,0,12,004,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,081,"27 July, 2020"
2020,113,3675,31,1078,446,229,8080,653,14305,081,"27 July, 2020"
1991,39,NN,414,2761,1597,736,2515,939,9001,005,"27 July, 2020"
1992,35,NN,403,2991,2190,425,2232,998,9274,005,"27 July, 2020"
1993,161,NN,362,2472,1686,438,2248,905,8272,005,"27 July, 2020"
1994,299,NN,321,2128,2263,499,3591,1065,10166,005,"27 July, 2020"
1995,289,NN,359,2096,3292,478,3038,1546,11098,005,"27 July, 2020"
1996,256,NN,258,3089,2633,469,3534,1922,12161,005,"27 July, 2020"
1997,264,NN,205,4086,1927,334,3798,1382,11996,005,"27 July, 2020"
1998,397,NN,205,4386,2286,354,3408,1675,12711,005,"27 July, 2020"
1999,290,NN,237,3202,2406,412,4419,1413,12379,005,"27 July, 2020"
2000,334,NN,193,3680,1884,513,5063,1982,13649,005,"27 July, 2020"
2001,425,NN,284,3961,2668,677,5497,2593,16105,005,"27 July, 2020"
2002,367,NN,208,3873,2502,605,5014,2144,14713,005,"27 July, 2020"
2003,406,NN,271,3838,2645,631,5598,1975,15364,005,"27 July, 2020"
2004,380,NN,215,4106,1965,611,6375,1935,15587,005,"27 July, 2020"
2005,406,NN,255,4413,2115,762,6100,2441,16492,005,"27 July, 2020"
2006,405,NN,263,3966,2521,597,5750,1934,15436,005,"27 July, 2020"
2007,423,NN,289,4433,2694,717,6348,2088,16992,005,"27 July, 2020"
2008,382,NN,257,4818,2003,487,5778,1836,15561,005,"27 July, 2020"
2009,472,NN,205,4599,1761,651,5840,2577,16105,005,"27 July, 2020"
2010,555,NN,165,4785,1778,738,6645,2326,16992,005,"27 July, 2020"
2011,496,NN,160,5128,2127,864,6770,2177,17722,005,"27 July, 2020"
2012,477,NN,175,4181,2161,881,5921,1906,15702,005,"27 July, 2020"
2013,375,NN,198,3832,1722,696,5940,1926,14689,005,"27 July, 2020"
2014,505,NN,294,6220,1807,938,7212,2962,19938,005,"27 July, 2020"
2015,608,NN,371,7546,1818,1035,8280,2892,22550,005,"27 July, 2020"
2016,581,NN,442,7203,3200,1060,8276,3409,24171,005,"27 July, 2020"
2017,472,NN,393,7628,3113,730,6828,3391,22555,005,"27 July, 2020"
2018,532,NN,346,8299,3092,628,6678,3455,23030,005,"27 July, 2020"
2019,624,10745,423,9154,3286,911,7218,3520,35881,005,"27 July, 2020"
2020,321,4680,189,4340,1337,541,3494,1395,16297,005,"27 July, 2020"
1991,0,0,0,1,0,0,0,0,1,006,"27 July, 2020"
1992,0,0,0,1,0,0,0,1,2,006,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
1997,0,0,0,0,0,0,0,1,1,006,"27 July, 2020"
1998,0,0,0,0,0,0,0,1,1,006,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,006,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
2002,0,1,0,0,0,0,0,0,1,078,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
2004,0,0,2,0,0,0,0,0,2,078,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,078,"27 July, 2020"
2006,0,0,0,0,0,0,3,0,3,078,"27 July, 2020"
2007,0,0,1,0,0,0,1,0,2,078,"27 July, 2020"
2008,0,5,0,2,1,NN,2,2,12,078,"27 July, 2020"
2009,NN,8,2,4,0,0,6,10,30,078,"27 July, 2020"
2010,NN,15,10,5,3,1,17,11,62,078,"27 July, 2020"
2011,0,10,1,3,3,1,17,4,39,078,"27 July, 2020"
2012,0,2,0,1,2,0,10,4,19,078,"27 July, 2020"
2013,0,24,3,14,7,1,31,54,134,078,"27 July, 2020"
2014,0,28,0,25,7,0,25,25,110,078,"27 July, 2020"
2015,1,36,7,17,2,0,39,11,113,078,"27 July, 2020"
2016,0,39,1,7,7,2,43,15,114,078,"27 July, 2020"
2017,0,47,0,6,1,4,30,11,99,078,"27 July, 2020"
2018,1,15,0,2,4,0,16,3,41,078,"27 July, 2020"
2019,0,32,1,9,2,1,31,9,85,078,"27 July, 2020"
2020,3,4,0,4,4,0,4,6,25,078,"27 July, 2020"
1994,88,NN,737,2443,729,286,2009,831,7123,007,"27 July, 2020"
1995,80,NN,520,2412,768,279,1300,1021,6380,007,"27 July, 2020"
1996,111,NN,671,3259,1027,280,1596,1441,8385,007,"27 July, 2020"
1997,142,NN,629,3507,1859,243,1917,1587,9884,007,"27 July, 2020"
1998,194,NN,791,4073,2067,197,2459,2069,11850,007,"27 July, 2020"
1999,177,2450,855,4478,1008,252,2957,1903,14080,007,"27 July, 2020"
2000,244,3479,1002,4937,990,324,3356,2584,16916,007,"27 July, 2020"
2001,302,4465,1256,5628,1458,370,4015,2701,20195,007,"27 July, 2020"
2002,468,5793,1446,6480,1798,472,4934,3040,24431,007,"27 July, 2020"
2003,528,7752,1647,7693,1992,601,6450,3761,30424,007,"27 July, 2020"
2004,628,9973,1617,8879,2423,616,7695,4333,36164,007,"27 July, 2020"
2005,712,11218,1627,9723,2763,868,8998,5420,41329,007,"27 July, 2020"
2006,839,12015,2057,12241,3204,1043,10032,6111,47542,007,"27 July, 2020"
2007,909,12430,2178,12968,3536,1122,11189,7700,52032,007,"27 July, 2020"
2008,997,13999,2289,15191,3710,1472,12313,8644,58615,007,"27 July, 2020"
2009,951,14949,2446,16689,3850,1466,14011,8831,63193,007,"27 July, 2020"
2010,1161,18218,2662,19211,4401,2008,16531,10175,74367,007,"27 July, 2020"
2011,1261,20568,2629,18638,5267,1776,19270,11671,81080,007,"27 July, 2020"
2012,1283,21290,2722,18830,5066,1781,20467,11796,83235,007,"27 July, 2020"
2013,1270,20819,3004,20325,5531,1538,19604,11742,83833,007,"27 July, 2020"
2014,1197,22914,2997,21139,5494,1776,19957,11342,86816,007,"27 July, 2020"
2015,1266,22563,2737,21185,5384,1666,20448,11170,86419,007,"27 July, 2020"
2016,1362,26010,2631,22766,5483,1688,22870,11811,94621,007,"27 July, 2020"
2017,1465,28984,2667,23815,5913,1584,25316,11497,101241,007,"27 July, 2020"
2018,1579,31095,2780,23783,6249,1563,26234,11521,104804,007,"27 July, 2020"
2019,1650,32590,3021,24189,6432,1532,21558,11558,102530,007,"27 July, 2020"
2020,830,15226,1373,12542,3283,698,1261,6140,41353,007,"27 July, 2020"
1991,0,0,0,0,0,0,1,0,1,008,"27 July, 2020"
1992,0,0,0,1,2,0,0,1,4,008,"27 July, 2020"
1993,0,1,0,4,0,0,0,1,6,008,"27 July, 2020"
1994,0,0,0,2,0,0,1,0,3,008,"27 July, 2020"
1995,2,1,0,2,0,0,0,1,6,008,"27 July, 2020"
1996,0,3,0,1,1,0,0,0,5,008,"27 July, 2020"
1997,0,1,0,0,0,0,0,0,1,008,"27 July, 2020"
1998,0,1,0,1,0,0,1,0,3,008,"27 July, 2020"
1999,0,2,0,0,0,0,1,0,3,008,"27 July, 2020"
2000,0,0,0,0,2,0,0,0,2,008,"27 July, 2020"
2001,0,1,0,0,1,0,1,0,3,008,"27 July, 2020"
2002,0,1,0,0,3,0,1,0,5,008,"27 July, 2020"
2003,0,0,0,0,1,0,0,0,1,008,"27 July, 2020"
2004,0,1,0,1,0,0,2,1,5,008,"27 July, 2020"
2005,0,0,0,0,0,0,2,1,3,008,"27 July, 2020"
2006,0,3,0,0,0,0,0,0,3,008,"27 July, 2020"
2007,0,2,0,1,0,0,0,0,3,008,"27 July, 2020"
2008,0,2,0,0,0,0,0,2,4,008,"27 July, 2020"
2009,0,3,0,0,0,0,1,0,4,008,"27 July, 2020"
2010,0,2,0,0,0,0,0,1,3,008,"27 July, 2020"
2011,0,0,0,5,0,0,0,1,6,008,"27 July, 2020"
2012,0,2,0,1,2,0,0,0,5,008,"27 July, 2020"
2013,0,2,0,0,0,0,1,0,3,008,"27 July, 2020"
2014,0,0,0,0,0,0,2,0,2,008,"27 July, 2020"
2015,0,1,0,0,1,0,0,0,2,008,"27 July, 2020"
2016,0,0,0,0,0,0,1,0,1,008,"27 July, 2020"
2017,0,1,0,0,0,0,0,1,2,008,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,008,"27 July, 2020"
2019,0,0,1,0,0,0,1,0,2,008,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,008,"27 July, 2020"
2001,10,195,258,415,65,78,440,164,1625,061,"27 July, 2020"
2002,36,306,217,2022,125,47,284,226,3263,061,"27 July, 2020"
2003,8,203,96,162,80,26,208,437,1220,061,"27 July, 2020"
2004,6,353,111,674,82,18,306,125,1675,061,"27 July, 2020"
2005,27,848,83,1366,168,22,513,183,3210,061,"27 July, 2020"
2006,79,778,71,699,202,28,1097,251,3205,061,"27 July, 2020"
2007,9,545,111,431,449,37,622,604,2808,061,"27 July, 2020"
2008,11,485,102,695,60,36,451,163,2003,061,"27 July, 2020"
2009,106,1463,151,1457,106,67,1038,235,4623,061,"27 July, 2020"
2010,12,349,97,301,48,100,434,141,1482,061,"27 July, 2020"
2011,13,360,94,465,128,42,260,449,1811,061,"27 July, 2020"
2012,19,684,235,1371,162,42,461,168,3142,061,"27 July, 2020"
2013,39,1108,89,769,135,74,1266,372,3852,061,"27 July, 2020"
2014,30,420,87,668,224,33,636,310,2408,061,"27 July, 2020"
2015,26,1052,123,1314,419,19,856,255,4064,061,"27 July, 2020"
2016,48,1202,280,2368,432,33,813,245,5421,061,"27 July, 2020"
2017,83,1253,90,1288,352,44,1185,400,4695,061,"27 July, 2020"
2018,24,700,105,1067,196,37,760,122,3011,061,"27 July, 2020"
2019,15,673,143,723,128,26,759,211,2678,061,"27 July, 2020"
2020,13,397,39,584,69,7,330,462,1901,061,"27 July, 2020"
1991,NN,3,1,13,0,0,0,0,17,003,"27 July, 2020"
1992,NN,2,10,338,1,0,1,0,352,003,"27 July, 2020"
1993,0,4,5,655,0,0,0,0,664,003,"27 July, 2020"
1994,0,1,5,3,1,0,0,1,11,003,"27 July, 2020"
1995,0,13,9,13,1,1,0,2,39,003,"27 July, 2020"
1996,1,15,5,91,2,0,0,9,123,003,"27 July, 2020"
1997,1,16,7,128,2,1,3,13,171,003,"27 July, 2020"
1998,7,56,10,474,3,2,9,20,581,003,"27 July, 2020"
1999,2,12,31,61,7,0,0,18,131,003,"27 July, 2020"
2000,1,20,94,85,6,0,3,7,216,003,"27 July, 2020"
2001,11,57,43,42,7,2,6,15,183,003,"27 July, 2020"
2002,3,70,32,82,8,1,10,18,224,003,"27 July, 2020"
2003,7,71,21,728,9,1,14,17,868,003,"27 July, 2020"
2004,6,30,19,273,4,1,10,7,350,003,"27 July, 2020"
2005,2,48,14,116,5,0,15,19,219,003,"27 July, 2020"
2006,6,53,21,76,11,0,5,16,188,003,"27 July, 2020"
2007,3,81,15,119,23,3,17,54,315,003,"27 July, 2020"
2008,6,156,23,225,30,6,11,98,555,003,"27 July, 2020"
2009,18,134,32,1029,19,2,38,132,1404,003,"27 July, 2020"
2010,15,235,42,282,23,7,121,503,1228,003,"27 July, 2020"
2011,15,141,24,185,23,3,109,321,821,003,"27 July, 2020"
2012,22,290,68,243,51,8,330,527,1539,003,"27 July, 2020"
2013,12,298,56,486,75,19,412,480,1838,003,"27 July, 2020"
2014,16,376,62,393,72,17,335,450,1721,003,"27 July, 2020"
2015,19,345,55,264,74,19,384,554,1714,003,"27 July, 2020"
2016,38,482,97,390,115,32,525,559,2238,003,"27 July, 2020"
2017,40,317,29,229,41,8,294,178,1136,003,"27 July, 2020"
2018,20,288,26,169,45,10,236,138,932,003,"27 July, 2020"
2019,33,467,35,244,68,20,265,331,1463,003,"27 July, 2020"
2020,2,53,12,38,21,2,6,61,195,003,"27 July, 2020"
1991,0,1,0,0,0,0,0,0,1,009,"27 July, 2020"
1992,0,0,3,0,1,0,0,0,4,009,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2001,0,0,1,0,0,0,0,0,1,009,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2011,0,0,1,3,0,0,0,0,4,009,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,009,"27 July, 2020"
2013,0,0,0,2,1,0,0,0,3,009,"27 July, 2020"
2014,0,0,0,2,0,0,0,0,2,009,"27 July, 2020"
2015,0,0,0,2,0,0,0,0,2,009,"27 July, 2020"
2016,0,0,0,8,0,0,0,0,8,009,"27 July, 2020"
2017,0,0,0,4,0,0,3,1,8,009,"27 July, 2020"
2018,0,4,0,6,1,0,0,0,11,009,"27 July, 2020"
2019,0,1,0,5,0,0,1,0,7,009,"27 July, 2020"
2020,0,0,0,2,1,0,0,0,3,009,"27 July, 2020"
